Report Date,AAPL,ADBE,AMZN,CMCSA,CSCO,GOOG,INTC,JNJ,KO,MA,MSFT,NFLX,NVDA,PFE,PG,T,UNH,V,VZ,XOM
2010-06-30,0.07881859353421929,-0.2796086819808131,-0.19952400759389807,-0.055361381817525694,-0.20875889343322782,-0.22557186915994176,-0.11644932815787346,-0.08079462937253734,-0.07630572800190341,-0.2129112078041844,-0.23929294967802184,0.41540633960348616,-0.5065329268639626,-0.17066603305728037,-0.04766524798571933,-0.049030436945513296,-0.13679857000993412,-0.2259149107784949,-0.08790122313691065,-0.14506385877557046
2010-09-30,0.10532249288156909,0.006410155240135804,0.3681873762388499,0.03730408983762229,0.026885453574508528,0.1513938218103998,-0.01421436155888647,0.05510444451941976,0.15564599543150015,0.11092224756615299,0.05861292415925631,0.3959283178924734,0.13340837643912157,0.19634453061086182,0.004137168751349219,0.17091520891285567,0.2079657837458534,0.05085783127001345,0.20911034766087644,0.08391432053949635
2010-12-31,0.1167975795671069,0.17722888585024799,0.1317809725302399,0.19558970507926132,-0.05769654464696321,0.12447351321700335,0.09723360793812427,0.0022082145611628055,0.11760640209427164,0.020925456044041953,0.136378982416471,0.05797575802498385,0.26451566644465374,0.01908179281991871,0.0724135767249939,0.03820477850110929,0.0348658975816641,-0.036215632695953306,0.10468808288511036,0.17499291453411692
2011-03-31,0.08063965299815334,0.08975391317178427,-0.0031831806960207487,0.12342964321968665,-0.14741002534358516,-0.01625385353067421,-0.02834090910618514,-0.033563316643528185,0.022081376984115053,0.12344209935781046,-0.0826868851411976,0.3110415875284436,0.2675988285190547,0.16473869059683133,-0.03325131144591542,0.060534066233386974,0.2392771202713041,0.05402954792208714,0.09886246587672909,0.14720460629339438
2011-06-30,-0.032458843419834744,-0.037568071693914955,0.13920849813341962,0.03512329362306225,-0.09585011262362057,-0.12922006380733497,0.09486466091842427,0.12283666137453335,0.027145293945366147,0.1820949521821385,0.025904260927849254,0.11239338349904018,-0.12255116166749919,0.026308911487974596,0.03487695324304301,0.038145965136115526,0.13710812138295128,0.14186992820652145,-0.01701708181915815,-0.027304566121527624
2011-09-30,0.14061711736738114,-0.2250719734854275,0.07937099749245047,-0.14941512388520456,0.038597976618103214,0.05472812608570354,0.018568435309747652,-0.024796103107889336,0.026474200901561072,0.061772711278512464,-0.009876232208375604,-0.7577035239463286,-0.17627980320739195,-0.12882264086625922,0.0220432286828545,-0.0686937238703973,-0.08422160908461612,0.008566067611799122,0.021454304302468058,-0.07588380652180532
2011-12-31,0.0460049875327501,0.14006800528486246,-0.2192180592231421,0.11027452304915035,0.14820677774460891,0.20885493289650775,0.10902408063891084,0.03917936448977005,0.024088019761657798,0.14251679019260216,0.03362934198885807,-0.3586175187979657,0.09238954140715841,0.20038671933499957,0.05663161767180112,0.0656461110492203,0.09831039455124473,0.15796742722932852,0.09338927402104719,0.14939247749057658
2012-03-31,0.4063376958483809,0.20230519407769704,0.1729632257959993,0.2433922476816026,0.1658803818907768,0.0006358932905359951,0.16168565935259088,0.015304686947597184,0.06571860331612023,0.13046173725045154,0.23257992224591292,0.5786200960331326,0.11587431269646159,0.05871369010900513,0.01727067469145179,0.048730450442701294,0.16209199082811906,0.15994521445687074,-0.03454387241661095,0.030982087254339003
2012-06-30,-0.012217063798874439,-0.05023622741535194,0.13836591065363568,0.07907146674403542,-0.19221632296288738,-0.0931260140210215,-0.0400435922916893,0.035319232847221604,0.06410446858619911,0.03221658456394616,-0.03975843122529221,-0.47970461564181377,-0.08977771835635817,0.027137858913392154,-0.0817146489573003,0.14931701829486854,0.0013540792956500125,0.05736339956647474,0.16605772068332858,-0.00246895581573503
2012-09-30,0.1431807774067172,0.011235088637639667,0.1156742965060793,0.11554515677633825,0.12371173956887105,0.267363525358821,-0.14693957758606202,0.029886312646705937,-0.020882137519482313,0.05365381064563457,-0.016619785641610707,-0.16208267952140787,-0.024713403055330208,0.08875206492680554,0.13503318049702406,0.07071552998836284,-0.04347587265698505,0.0886421890622876,0.03897060329101909,0.07495346982436779
